File,Algorithm,Search,ObjectiveFunctionValue,Time(ns),NotFeasible,SolutionFile
SetA_11x5S10,MaxCapacityRandom,GreedySupplierReloc,-2.0,1300926,X,SetA_11x5S10-Solution
SetA_11x5S10,MaxCapacityRandom,GreedyCustomerReloc,-25.0,1586257,,SetA_11x5S10-Solution
SetA_11x5S10,MaxCapacityRandom,GreedySupplierSwap,8124.0,1207953,,SetA_11x5S10-Solution
SetA_11x5S10,MaxCapacityRandom,GreedyCustomerSwap,-2.0,1635836,X,SetA_11x5S10-Solution
SetA_11x5S10,MaxCapacityRandom,GreedyInDoorSwap,-231.0,2693451,,SetA_11x5S10-Solution
SetA_11x5S10,MaxCapacityRandom,GreedyOutDoorSwap,-2.0,1424475,X,SetA_11x5S10-Solution
SetA_11x5S10,MinCapacityRandom,GreedySupplierReloc,8482.0,1644483,,SetA_11x5S10-Solution
SetA_11x5S10,MinCapacityRandom,GreedyCustomerReloc,8358.0,1542182,,SetA_11x5S10-Solution
SetA_11x5S10,MinCapacityRandom,GreedySupplierSwap,8654.0,1384651,,SetA_11x5S10-Solution
SetA_11x5S10,MinCapacityRandom,GreedyCustomerSwap,8463.0,1199123,,SetA_11x5S10-Solution
SetA_11x5S10,MinCapacityRandom,GreedyInDoorSwap,8007.0,1918923,,SetA_11x5S10-Solution
SetA_11x5S10,MinCapacityRandom,GreedyOutDoorSwap,7961.0,2034011,,SetA_11x5S10-Solution
SetA_11x5S15,MaxCapacity,GreedySupplierReloc,8279.0,1433063,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacity,GreedyCustomerReloc,8042.0,1932888,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacity,GreedySupplierSwap,8279.0,1237972,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacity,GreedyCustomerSwap,8279.0,1196631,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacity,GreedyInDoorSwap,7998.0,2109417,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacity,GreedyOutDoorSwap,8033.0,2024681,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacity,GreedySupplierReloc,8195.0,1718379,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacity,GreedyCustomerReloc,8161.0,1722428,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacity,GreedySupplierSwap,8279.0,1379600,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacity,GreedyCustomerSwap,8279.0,1261700,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacity,GreedyInDoorSwap,8064.0,2825187,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacity,GreedyOutDoorSwap,8201.0,1943668,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacityRandom,GreedySupplierReloc,8100.0,1683308,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacityRandom,GreedyCustomerReloc,8494.0,2237570,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacityRandom,GreedySupplierSwap,8254.0,1512887,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacityRandom,GreedyCustomerSwap,8316.0,1202856,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacityRandom,GreedyInDoorSwap,8152.0,1456575,,SetA_11x5S15-Solution
SetA_11x5S15,MaxCapacityRandom,GreedyOutDoorSwap,7911.0,2049921,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacityRandom,GreedySupplierReloc,8198.0,2319290,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacityRandom,GreedyCustomerReloc,8007.0,1969156,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacityRandom,GreedySupplierSwap,8164.0,1467894,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacityRandom,GreedyCustomerSwap,8208.0,1195745,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacityRandom,GreedyInDoorSwap,8069.0,3121576,,SetA_11x5S15-Solution
SetA_11x5S15,MinCapacityRandom,GreedyOutDoorSwap,8091.0,2544288,,SetA_11x5S15-Solution
SetA_11x5S20,MaxCapacity,GreedySupplierReloc,8185.0,1980641,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacity,GreedyCustomerReloc,7931.0,2155025,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacity,GreedySupplierSwap,8279.0,1191158,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacity,GreedyCustomerSwap,8201.0,1888245,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacity,GreedyInDoorSwap,7998.0,2647893,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacity,GreedyOutDoorSwap,8033.0,2056749,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacity,GreedySupplierReloc,7893.0,1825556,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacity,GreedyCustomerReloc,7857.0,1938645,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacity,GreedySupplierSwap,8097.0,1574658,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacity,GreedyCustomerSwap,8097.0,1473548,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacity,GreedyInDoorSwap,8034.0,2671474,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacity,GreedyOutDoorSwap,8056.0,1744025,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacityRandom,GreedySupplierReloc,7828.0,1902035,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacityRandom,GreedyCustomerReloc,7754.0,1982669,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacityRandom,GreedySupplierSwap,8203.0,1472770,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacityRandom,GreedyCustomerSwap,8260.0,1590072,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacityRandom,GreedyInDoorSwap,7931.0,2493029,,SetA_11x5S20-Solution
SetA_11x5S20,MaxCapacityRandom,GreedyOutDoorSwap,7840.0,2330598,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacityRandom,GreedySupplierReloc,7868.0,2056521,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacityRandom,GreedyCustomerReloc,8211.0,1724135,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacityRandom,GreedySupplierSwap,8620.0,1453322,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacityRandom,GreedyCustomerSwap,8114.0,1424636,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacityRandom,GreedyInDoorSwap,7804.0,2222651,,SetA_11x5S20-Solution
SetA_11x5S20,MinCapacityRandom,GreedyOutDoorSwap,8149.0,2035932,,SetA_11x5S20-Solution
SetA_11x5S30,MaxCapacity,GreedySupplierReloc,7845.0,2297623,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacity,GreedyCustomerReloc,7826.0,2359010,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacity,GreedySupplierSwap,8237.0,1696444,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacity,GreedyCustomerSwap,8105.0,2009277,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacity,GreedyInDoorSwap,7998.0,2063249,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacity,GreedyOutDoorSwap,8033.0,2059472,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacity,GreedySupplierReloc,8007.0,1702538,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacity,GreedyCustomerReloc,7964.0,1874311,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacity,GreedySupplierSwap,8007.0,1200405,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacity,GreedyCustomerSwap,8007.0,1196632,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacityRandom,GreedySupplierReloc,7881.0,2381140,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacityRandom,GreedyCustomerReloc,7855.0,2620062,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacityRandom,GreedySupplierSwap,8353.0,1609286,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacityRandom,GreedyCustomerSwap,8099.0,1629269,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacityRandom,GreedyInDoorSwap,8089.0,1799158,,SetA_11x5S30-Solution
SetA_11x5S30,MaxCapacityRandom,GreedyOutDoorSwap,8127.0,2045305,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacityRandom,GreedySupplierReloc,7953.0,1739514,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacityRandom,GreedyCustomerReloc,7855.0,2275436,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacityRandom,GreedySupplierSwap,8189.0,1411063,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacityRandom,GreedyCustomerSwap,8174.0,1350365,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacityRandom,GreedyInDoorSwap,7767.0,2511617,,SetA_11x5S30-Solution
SetA_11x5S30,MinCapacityRandom,GreedyOutDoorSwap,7990.0,1896997,,SetA_11x5S30-Solution
SetA_11x5S5,MaxCapacity,GreedySupplierReloc,-2.0,1286928,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacity,GreedyCustomerReloc,-2.0,1300719,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacity,GreedySupplierSwap,-2.0,1295197,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacity,GreedyCustomerSwap,-2.0,1320906,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacity,GreedyInDoorSwap,-283.0,2209503,,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacity,GreedyOutDoorSwap,-248.0,2204927,,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacity,GreedySupplierReloc,-2.0,1218810,X,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacity,GreedyCustomerReloc,-2.0,1349165,X,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacity,GreedySupplierSwap,-2.0,1558917,X,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacity,GreedyCustomerSwap,-2.0,1300026,X,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacity,GreedyInDoorSwap,-78.0,2049046,,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacity,GreedyOutDoorSwap,-141.0,2207376,,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacityRandom,GreedySupplierReloc,-2.0,1207342,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacityRandom,GreedyCustomerReloc,-2.0,1180352,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacityRandom,GreedySupplierSwap,-2.0,1278860,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacityRandom,GreedyCustomerSwap,-2.0,1210109,X,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacityRandom,GreedyInDoorSwap,-579.0,2228431,,SetA_11x5S5-Solution
SetA_11x5S5,MaxCapacityRandom,GreedyOutDoorSwap,-392.0,2226745,,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacityRandom,GreedySupplierReloc,-2.0,1206138,X,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacityRandom,GreedyCustomerReloc,-2.0,1341503,X,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacityRandom,GreedySupplierSwap,8496.0,1265477,,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacityRandom,GreedyCustomerSwap,8296.0,2015246,,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacityRandom,GreedyInDoorSwap,-154.0,2362197,,SetA_11x5S5-Solution
SetA_11x5S5,MinCapacityRandom,GreedyOutDoorSwap,8217.0,2027049,,SetA_11x5S5-Solution
SetA_12x5S10,MaxCapacity,GreedySupplierReloc,-51.0,2643074,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacity,GreedyCustomerReloc,-2.0,1352798,X,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacity,GreedySupplierSwap,-2.0,1419276,X,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacity,GreedyCustomerSwap,-2.0,1674938,X,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacity,GreedyInDoorSwap,-434.0,2052623,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacity,GreedyOutDoorSwap,-367.0,1953268,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacity,GreedySupplierReloc,8816.0,1707529,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacity,GreedyCustomerReloc,8816.0,1948455,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacity,GreedySupplierSwap,8816.0,1342296,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacity,GreedyCustomerSwap,8816.0,1202784,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacity,GreedyInDoorSwap,8364.0,2115876,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacity,GreedyOutDoorSwap,8460.0,1908683,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacityRandom,GreedySupplierReloc,8958.0,1565844,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacityRandom,GreedyCustomerReloc,9150.0,1670857,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacityRandom,GreedySupplierSwap,8771.0,1720539,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacityRandom,GreedyCustomerSwap,8962.0,1166008,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacityRandom,GreedyInDoorSwap,8548.0,2318309,,SetA_12x5S10-Solution
SetA_12x5S10,MaxCapacityRandom,GreedyOutDoorSwap,8610.0,1940400,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacityRandom,GreedySupplierReloc,8972.0,1414813,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacityRandom,GreedyCustomerReloc,8856.0,1876595,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacityRandom,GreedySupplierSwap,8842.0,1397089,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacityRandom,GreedyCustomerSwap,8772.0,1172314,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacityRandom,GreedyInDoorSwap,8633.0,2146179,,SetA_12x5S10-Solution
SetA_12x5S10,MinCapacityRandom,GreedyOutDoorSwap,8526.0,2035487,,SetA_12x5S10-Solution
SetA_12x5S15,MaxCapacity,GreedySupplierReloc,8935.0,2237368,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacity,GreedyCustomerReloc,8984.0,1902539,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacity,GreedySupplierSwap,8984.0,1217150,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacity,GreedyCustomerSwap,8984.0,1177043,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacity,GreedyInDoorSwap,8552.0,1917497,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacity,GreedyOutDoorSwap,8619.0,1887230,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacity,GreedySupplierReloc,8491.0,1941184,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacity,GreedyCustomerReloc,8433.0,1716404,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacity,GreedySupplierSwap,8766.0,1426560,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacity,GreedyCustomerSwap,8766.0,1362150,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacity,GreedyInDoorSwap,8365.0,1947412,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacity,GreedyOutDoorSwap,8582.0,2017614,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacityRandom,GreedySupplierReloc,8552.0,1755359,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacityRandom,GreedyCustomerReloc,8933.0,1429335,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacityRandom,GreedySupplierSwap,8928.0,1151802,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacityRandom,GreedyCustomerSwap,9209.0,1191767,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacityRandom,GreedyInDoorSwap,8518.0,1972148,,SetA_12x5S15-Solution
SetA_12x5S15,MaxCapacityRandom,GreedyOutDoorSwap,8606.0,1939112,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacityRandom,GreedySupplierReloc,8393.0,1820974,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacityRandom,GreedyCustomerReloc,8431.0,1995938,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacityRandom,GreedySupplierSwap,8686.0,1357971,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacityRandom,GreedyCustomerSwap,8838.0,1173597,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacityRandom,GreedyInDoorSwap,8480.0,2476348,,SetA_12x5S15-Solution
SetA_12x5S15,MinCapacityRandom,GreedyOutDoorSwap,8704.0,2068247,,SetA_12x5S15-Solution
SetA_12x5S20,MaxCapacity,GreedySupplierReloc,8620.0,2207571,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacity,GreedyCustomerReloc,8595.0,2003917,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacity,GreedySupplierSwap,8967.0,2391991,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacity,GreedyCustomerSwap,8984.0,1325745,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacity,GreedyInDoorSwap,8552.0,2390844,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacity,GreedyOutDoorSwap,8619.0,1940441,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacity,GreedySupplierReloc,8368.0,1769412,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacity,GreedyCustomerReloc,8590.0,1415849,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacity,GreedySupplierSwap,8590.0,1405768,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacity,GreedyCustomerSwap,8590.0,1368078,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacity,GreedyInDoorSwap,8513.0,2174043,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacity,GreedyOutDoorSwap,8489.0,2524797,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacityRandom,GreedySupplierReloc,9007.0,1914884,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacityRandom,GreedyCustomerReloc,8694.0,2807017,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacityRandom,GreedySupplierSwap,8787.0,1761765,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacityRandom,GreedyCustomerSwap,8913.0,1181659,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacityRandom,GreedyInDoorSwap,8475.0,2011372,,SetA_12x5S20-Solution
SetA_12x5S20,MaxCapacityRandom,GreedyOutDoorSwap,8501.0,2266872,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacityRandom,GreedySupplierReloc,8480.0,1799634,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacityRandom,GreedyCustomerReloc,8625.0,1410710,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacityRandom,GreedySupplierSwap,8543.0,1736876,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacityRandom,GreedyCustomerSwap,9030.0,1275387,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacityRandom,GreedyInDoorSwap,8388.0,1443708,,SetA_12x5S20-Solution
SetA_12x5S20,MinCapacityRandom,GreedyOutDoorSwap,8485.0,2765619,,SetA_12x5S20-Solution
SetA_12x5S30,MaxCapacity,GreedySupplierReloc,8352.0,2688320,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacity,GreedyCustomerReloc,8495.0,3103135,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacity,GreedySupplierSwap,8948.0,2156838,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacity,GreedyCustomerSwap,8984.0,1469954,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacity,GreedyInDoorSwap,8552.0,1926589,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacity,GreedyOutDoorSwap,8619.0,1940843,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacity,GreedySupplierReloc,8444.0,2223633,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacity,GreedyCustomerReloc,8582.0,2620943,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacity,GreedySupplierSwap,8680.0,1832991,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacity,GreedyCustomerSwap,8680.0,1528079,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacityRandom,GreedySupplierReloc,8360.0,3026080,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacityRandom,GreedyCustomerReloc,8452.0,2511040,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacityRandom,GreedySupplierSwap,8857.0,1781984,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacityRandom,GreedyCustomerSwap,9027.0,1448352,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacityRandom,GreedyInDoorSwap,8545.0,1936543,,SetA_12x5S30-Solution
SetA_12x5S30,MaxCapacityRandom,GreedyOutDoorSwap,8549.0,2690845,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacityRandom,GreedySupplierReloc,8401.0,2530912,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacityRandom,GreedyCustomerReloc,8491.0,2016946,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacityRandom,GreedySupplierSwap,8711.0,1898643,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacityRandom,GreedyCustomerSwap,8878.0,1615345,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacityRandom,GreedyInDoorSwap,8278.0,3005225,,SetA_12x5S30-Solution
SetA_12x5S30,MinCapacityRandom,GreedyOutDoorSwap,8491.0,2061500,,SetA_12x5S30-Solution
SetA_12x5S5,MaxCapacity,GreedySupplierReloc,-50.0,1616373,,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacity,GreedyCustomerReloc,-2.0,1427651,X,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacity,GreedySupplierSwap,-2.0,1549646,X,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacity,GreedyCustomerSwap,-2.0,1545299,X,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacity,GreedyInDoorSwap,-434.0,2105751,,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacity,GreedyOutDoorSwap,-367.0,2034418,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacity,GreedySupplierReloc,8821.0,1417946,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacity,GreedyCustomerReloc,8794.0,1581514,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacity,GreedySupplierSwap,8821.0,1210821,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacity,GreedyCustomerSwap,8821.0,1213155,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacity,GreedyInDoorSwap,8429.0,2102335,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacity,GreedyOutDoorSwap,8462.0,2178726,,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacityRandom,GreedySupplierReloc,-18.0,1553517,,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacityRandom,GreedyCustomerReloc,-2.0,1165999,X,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacityRandom,GreedySupplierSwap,-2.0,1169491,X,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacityRandom,GreedyCustomerSwap,-2.0,1192190,X,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacityRandom,GreedyInDoorSwap,-515.0,2138518,,SetA_12x5S5-Solution
SetA_12x5S5,MaxCapacityRandom,GreedyOutDoorSwap,-213.0,2217758,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacityRandom,GreedySupplierReloc,-2.0,1376060,X,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacityRandom,GreedyCustomerReloc,-2.0,1316984,X,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacityRandom,GreedySupplierSwap,8718.0,1227835,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacityRandom,GreedyCustomerSwap,-2.0,1220216,X,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacityRandom,GreedyInDoorSwap,-473.0,2096998,,SetA_12x5S5-Solution
SetA_12x5S5,MinCapacityRandom,GreedyOutDoorSwap,-144.0,2183685,,SetA_12x5S5-Solution
SetA_12x6S10,MaxCapacity,GreedySupplierReloc,11818.0,1534681,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacity,GreedyCustomerReloc,11818.0,1205833,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacity,GreedySupplierSwap,11818.0,1317684,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacity,GreedyCustomerSwap,11818.0,1293274,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacity,GreedyInDoorSwap,11267.0,2407695,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacity,GreedyOutDoorSwap,11360.0,2330073,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacity,GreedySupplierReloc,11328.0,1693627,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacity,GreedyCustomerReloc,11485.0,1625837,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacity,GreedySupplierSwap,11594.0,1394729,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacity,GreedyCustomerSwap,11594.0,1223094,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacity,GreedyInDoorSwap,10835.0,2874393,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacity,GreedyOutDoorSwap,10903.0,2491433,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacityRandom,GreedySupplierReloc,11627.0,1820562,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacityRandom,GreedyCustomerReloc,11840.0,1205329,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacityRandom,GreedySupplierSwap,11747.0,1335932,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacityRandom,GreedyCustomerSwap,11729.0,1184778,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacityRandom,GreedyInDoorSwap,11255.0,2184378,,SetA_12x6S10-Solution
SetA_12x6S10,MaxCapacityRandom,GreedyOutDoorSwap,11286.0,2565327,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacityRandom,GreedySupplierReloc,11790.0,1636808,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacityRandom,GreedyCustomerReloc,11331.0,1274553,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacityRandom,GreedySupplierSwap,11368.0,1235918,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacityRandom,GreedyCustomerSwap,11723.0,1434576,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacityRandom,GreedyInDoorSwap,11371.0,2508883,,SetA_12x6S10-Solution
SetA_12x6S10,MinCapacityRandom,GreedyOutDoorSwap,11174.0,2927698,,SetA_12x6S10-Solution
SetA_12x6S15,MaxCapacity,GreedySupplierReloc,11728.0,1659711,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacity,GreedyCustomerReloc,11818.0,1235615,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacity,GreedySupplierSwap,11818.0,1448839,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacity,GreedyCustomerSwap,11818.0,1228781,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacity,GreedyInDoorSwap,11267.0,2297414,,SetA_12x6S15-Solution
