File,Algorithm,Search,ObjectiveFunctionValue,Time(ns),NotFeasible,SolutionFile
SetA_12x6S15,MaxCapacity,GreedyOutDoorSwap,11360.0,2310872,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacity,GreedySupplierReloc,11636.0,2715679,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacity,GreedyCustomerReloc,11144.0,2085703,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacity,GreedySupplierSwap,11755.0,1468385,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacity,GreedyCustomerSwap,11755.0,1212407,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacity,GreedyInDoorSwap,11173.0,2925546,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacity,GreedyOutDoorSwap,11183.0,2453858,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacityRandom,GreedySupplierReloc,11395.0,1821457,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacityRandom,GreedyCustomerReloc,10989.0,1934790,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacityRandom,GreedySupplierSwap,11731.0,1369352,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacityRandom,GreedyCustomerSwap,11920.0,1218475,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacityRandom,GreedyInDoorSwap,11189.0,2578836,,SetA_12x6S15-Solution
SetA_12x6S15,MaxCapacityRandom,GreedyOutDoorSwap,11239.0,2476157,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacityRandom,GreedySupplierReloc,11776.0,1803061,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacityRandom,GreedyCustomerReloc,11246.0,1974118,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacityRandom,GreedySupplierSwap,11751.0,1666241,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacityRandom,GreedyCustomerSwap,11950.0,1486829,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacityRandom,GreedyInDoorSwap,11083.0,2954654,,SetA_12x6S15-Solution
SetA_12x6S15,MinCapacityRandom,GreedyOutDoorSwap,11079.0,3269365,,SetA_12x6S15-Solution
SetA_12x6S20,MaxCapacity,GreedySupplierReloc,11728.0,2295927,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacity,GreedyCustomerReloc,11818.0,1363676,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacity,GreedySupplierSwap,11818.0,2450943,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacity,GreedyCustomerSwap,11818.0,1325347,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacity,GreedyInDoorSwap,11267.0,2286027,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacity,GreedyOutDoorSwap,11360.0,2591747,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacity,GreedySupplierReloc,11483.0,1925164,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacity,GreedyCustomerReloc,11350.0,1794900,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacity,GreedySupplierSwap,11595.0,1188619,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacity,GreedyCustomerSwap,11595.0,1469888,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacity,GreedyInDoorSwap,11174.0,2064533,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacity,GreedyOutDoorSwap,11230.0,2071576,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacityRandom,GreedySupplierReloc,11419.0,1832908,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacityRandom,GreedyCustomerReloc,10994.0,2043002,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacityRandom,GreedySupplierSwap,11841.0,1172973,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacityRandom,GreedyCustomerSwap,12239.0,1151426,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacityRandom,GreedyInDoorSwap,11173.0,2925095,,SetA_12x6S20-Solution
SetA_12x6S20,MaxCapacityRandom,GreedyOutDoorSwap,10960.0,2287039,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacityRandom,GreedySupplierReloc,11411.0,2034141,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacityRandom,GreedyCustomerReloc,11519.0,1642688,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacityRandom,GreedySupplierSwap,11509.0,1274087,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacityRandom,GreedyCustomerSwap,11807.0,1462862,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacityRandom,GreedyInDoorSwap,11391.0,2192434,,SetA_12x6S20-Solution
SetA_12x6S20,MinCapacityRandom,GreedyOutDoorSwap,11391.0,2339789,,SetA_12x6S20-Solution
SetA_12x6S30,MaxCapacity,GreedySupplierReloc,11512.0,2208561,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacity,GreedyCustomerReloc,10972.0,2229112,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacity,GreedySupplierSwap,11818.0,1603418,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacity,GreedyCustomerSwap,11818.0,1170947,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacity,GreedyInDoorSwap,11267.0,3204557,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacity,GreedyOutDoorSwap,11360.0,2292432,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacity,GreedySupplierReloc,10845.0,2169583,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacity,GreedyCustomerReloc,10845.0,2785993,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacity,GreedySupplierSwap,11364.0,1868103,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacity,GreedyCustomerSwap,11364.0,1337998,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacityRandom,GreedySupplierReloc,10986.0,2044073,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacityRandom,GreedyCustomerReloc,10901.0,2091940,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacityRandom,GreedySupplierSwap,11389.0,2002757,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacityRandom,GreedyCustomerSwap,11875.0,1161354,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacityRandom,GreedyInDoorSwap,11201.0,2271808,,SetA_12x6S30-Solution
SetA_12x6S30,MaxCapacityRandom,GreedyOutDoorSwap,11312.0,2885884,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacityRandom,GreedySupplierReloc,11007.0,2169188,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacityRandom,GreedyCustomerReloc,11469.0,1927039,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacityRandom,GreedySupplierSwap,11877.0,1351949,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacityRandom,GreedyCustomerSwap,11850.0,1307782,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacityRandom,GreedyInDoorSwap,11053.0,2213227,,SetA_12x6S30-Solution
SetA_12x6S30,MinCapacityRandom,GreedyOutDoorSwap,11332.0,3419277,,SetA_12x6S30-Solution
SetA_12x6S5,MaxCapacity,GreedySupplierReloc,-2.0,1923121,X,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacity,GreedyCustomerReloc,-2.0,1572602,X,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacity,GreedySupplierSwap,-2.0,1727895,X,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacity,GreedyCustomerSwap,-2.0,1537150,X,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacity,GreedyInDoorSwap,-553.0,3131265,,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacity,GreedyOutDoorSwap,-460.0,3376431,,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacity,GreedySupplierReloc,-2.0,1290197,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacity,GreedyCustomerReloc,-2.0,1355770,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacity,GreedySupplierSwap,-2.0,1210376,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacity,GreedyCustomerSwap,-2.0,1539852,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacity,GreedyInDoorSwap,-699.0,2465451,,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacity,GreedyOutDoorSwap,-494.0,2462645,,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacityRandom,GreedySupplierReloc,11977.0,1386582,,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacityRandom,GreedyCustomerReloc,-2.0,1359208,X,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacityRandom,GreedySupplierSwap,11788.0,1193581,,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacityRandom,GreedyCustomerSwap,12174.0,1178786,,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacityRandom,GreedyInDoorSwap,11227.0,2323662,,SetA_12x6S5-Solution
SetA_12x6S5,MaxCapacityRandom,GreedyOutDoorSwap,11294.0,2694196,,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacityRandom,GreedySupplierReloc,-2.0,2144762,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacityRandom,GreedyCustomerReloc,-2.0,1235396,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacityRandom,GreedySupplierSwap,-2.0,1470878,X,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacityRandom,GreedyCustomerSwap,11569.0,1668493,,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacityRandom,GreedyInDoorSwap,-678.0,2565115,,SetA_12x6S5-Solution
SetA_12x6S5,MinCapacityRandom,GreedyOutDoorSwap,11225.0,2601729,,SetA_12x6S5-Solution
SetA_15x6S10,MaxCapacity,GreedySupplierReloc,-16.0,1618191,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacity,GreedyCustomerReloc,-39.0,1840518,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacity,GreedySupplierSwap,-2.0,1306061,X,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacity,GreedyCustomerSwap,-2.0,1214188,X,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacity,GreedyInDoorSwap,-414.0,2604231,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacity,GreedyOutDoorSwap,-463.0,2433825,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacity,GreedySupplierReloc,14959.0,1815780,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacity,GreedyCustomerReloc,15097.0,1377022,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacity,GreedySupplierSwap,15097.0,1199621,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacity,GreedyCustomerSwap,15097.0,1201478,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacity,GreedyInDoorSwap,14908.0,2116099,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacity,GreedyOutDoorSwap,15044.0,2257813,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacityRandom,GreedySupplierReloc,-2.0,1329280,X,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacityRandom,GreedyCustomerReloc,15381.0,1606661,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacityRandom,GreedySupplierSwap,15533.0,1185316,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacityRandom,GreedyCustomerSwap,15654.0,1219463,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacityRandom,GreedyInDoorSwap,-391.0,2389942,,SetA_15x6S10-Solution
SetA_15x6S10,MaxCapacityRandom,GreedyOutDoorSwap,14919.0,2109004,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacityRandom,GreedySupplierReloc,15037.0,1617654,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacityRandom,GreedyCustomerReloc,15537.0,1734727,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacityRandom,GreedySupplierSwap,15664.0,1435346,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacityRandom,GreedyCustomerSwap,15140.0,1201155,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacityRandom,GreedyInDoorSwap,14870.0,2529700,,SetA_15x6S10-Solution
SetA_15x6S10,MinCapacityRandom,GreedyOutDoorSwap,15241.0,2098839,,SetA_15x6S10-Solution
SetA_15x6S15,MaxCapacity,GreedySupplierReloc,15283.0,1735908,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacity,GreedyCustomerReloc,14998.0,2861556,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacity,GreedySupplierSwap,15553.0,1313589,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacity,GreedyCustomerSwap,15553.0,1413852,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacity,GreedyInDoorSwap,15141.0,2512776,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacity,GreedyOutDoorSwap,15092.0,2332191,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacity,GreedySupplierReloc,14685.0,2011671,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacity,GreedyCustomerReloc,14875.0,1438069,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacity,GreedySupplierSwap,14875.0,1566971,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacity,GreedyCustomerSwap,14875.0,1239177,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacity,GreedyInDoorSwap,14679.0,2171589,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacity,GreedyOutDoorSwap,14771.0,2241375,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacityRandom,GreedySupplierReloc,15278.0,1979424,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacityRandom,GreedyCustomerReloc,15545.0,1973221,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacityRandom,GreedySupplierSwap,15946.0,1608211,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacityRandom,GreedyCustomerSwap,15327.0,1400705,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacityRandom,GreedyInDoorSwap,15001.0,3103962,,SetA_15x6S15-Solution
SetA_15x6S15,MaxCapacityRandom,GreedyOutDoorSwap,14592.0,2557026,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacityRandom,GreedySupplierReloc,14909.0,1804754,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacityRandom,GreedyCustomerReloc,14887.0,2180228,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacityRandom,GreedySupplierSwap,14982.0,1306760,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacityRandom,GreedyCustomerSwap,15549.0,1326593,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacityRandom,GreedyInDoorSwap,14971.0,2499807,,SetA_15x6S15-Solution
SetA_15x6S15,MinCapacityRandom,GreedyOutDoorSwap,14941.0,2691882,,SetA_15x6S15-Solution
SetA_15x6S20,MaxCapacity,GreedySupplierReloc,15107.0,2882442,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacity,GreedyCustomerReloc,15015.0,2315907,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacity,GreedySupplierSwap,15553.0,1401602,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacity,GreedyCustomerSwap,15553.0,1418536,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacity,GreedyInDoorSwap,15141.0,2524222,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacity,GreedyOutDoorSwap,15092.0,2331647,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacity,GreedySupplierReloc,14828.0,1800221,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacity,GreedyCustomerReloc,14842.0,1449701,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacity,GreedySupplierSwap,14842.0,1501109,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacity,GreedyCustomerSwap,14842.0,1892053,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacity,GreedyInDoorSwap,14577.0,2147632,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacity,GreedyOutDoorSwap,14633.0,2173754,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacityRandom,GreedySupplierReloc,14867.0,2655590,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacityRandom,GreedyCustomerReloc,14648.0,2607896,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacityRandom,GreedySupplierSwap,15887.0,1429724,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacityRandom,GreedyCustomerSwap,15465.0,1783262,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacityRandom,GreedyInDoorSwap,14858.0,2710060,,SetA_15x6S20-Solution
SetA_15x6S20,MaxCapacityRandom,GreedyOutDoorSwap,14913.0,2493309,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacityRandom,GreedySupplierReloc,14613.0,2489732,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacityRandom,GreedyCustomerReloc,14870.0,2370050,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacityRandom,GreedySupplierSwap,15174.0,1418133,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacityRandom,GreedyCustomerSwap,15574.0,1738423,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacityRandom,GreedyInDoorSwap,15010.0,2309604,,SetA_15x6S20-Solution
SetA_15x6S20,MinCapacityRandom,GreedyOutDoorSwap,14940.0,2167224,,SetA_15x6S20-Solution
SetA_15x6S30,MaxCapacity,GreedySupplierReloc,14728.0,3395858,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacity,GreedyCustomerReloc,14877.0,3015770,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacity,GreedySupplierSwap,15200.0,2005845,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacity,GreedyCustomerSwap,15374.0,1851917,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacity,GreedyInDoorSwap,15141.0,2571591,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacity,GreedyOutDoorSwap,15092.0,2311111,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacity,GreedySupplierReloc,14718.0,2363637,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacity,GreedyCustomerReloc,14332.0,2838135,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacity,GreedySupplierSwap,15038.0,1225473,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacity,GreedyCustomerSwap,15038.0,1231819,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacityRandom,GreedySupplierReloc,14744.0,2874285,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacityRandom,GreedyCustomerReloc,14672.0,2678674,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacityRandom,GreedySupplierSwap,15212.0,2715449,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacityRandom,GreedyCustomerSwap,14958.0,1816569,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacityRandom,GreedyInDoorSwap,14841.0,2831363,,SetA_15x6S30-Solution
SetA_15x6S30,MaxCapacityRandom,GreedyOutDoorSwap,14910.0,2485427,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacityRandom,GreedySupplierReloc,14580.0,3396533,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacityRandom,GreedyCustomerReloc,14503.0,3948439,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacityRandom,GreedySupplierSwap,15465.0,2617827,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacityRandom,GreedyCustomerSwap,15212.0,1815970,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacityRandom,GreedyInDoorSwap,14778.0,2920191,,SetA_15x6S30-Solution
SetA_15x6S30,MinCapacityRandom,GreedyOutDoorSwap,14799.0,3445005,,SetA_15x6S30-Solution
SetA_15x6S5,MaxCapacity,GreedySupplierReloc,-16.0,1847310,,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacity,GreedyCustomerReloc,-23.0,1563422,,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacity,GreedySupplierSwap,-2.0,1300365,X,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacity,GreedyCustomerSwap,-2.0,1299694,X,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacity,GreedyInDoorSwap,-414.0,2967411,,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacity,GreedyOutDoorSwap,-463.0,2462490,,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacity,GreedySupplierReloc,-2.0,1362116,X,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacity,GreedyCustomerReloc,-2.0,1380032,X,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacity,GreedySupplierSwap,-2.0,1264750,X,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacity,GreedyCustomerSwap,-2.0,1238837,X,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacity,GreedyInDoorSwap,-552.0,3199932,,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacity,GreedyOutDoorSwap,-386.0,2539540,,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacityRandom,GreedySupplierReloc,-30.0,1627168,,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacityRandom,GreedyCustomerReloc,-2.0,1217954,X,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacityRandom,GreedySupplierSwap,-2.0,1346484,X,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacityRandom,GreedyCustomerSwap,-2.0,1319087,X,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacityRandom,GreedyInDoorSwap,-695.0,2725956,,SetA_15x6S5-Solution
SetA_15x6S5,MaxCapacityRandom,GreedyOutDoorSwap,-455.0,2666325,,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacityRandom,GreedySupplierReloc,-2.0,1380661,X,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacityRandom,GreedyCustomerReloc,-44.0,1626712,,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacityRandom,GreedySupplierSwap,-2.0,1253065,X,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacityRandom,GreedyCustomerSwap,15338.0,1264737,,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacityRandom,GreedyInDoorSwap,-527.0,2541378,,SetA_15x6S5-Solution
SetA_15x6S5,MinCapacityRandom,GreedyOutDoorSwap,-537.0,2457678,,SetA_15x6S5-Solution
SetA_15x7S10,MaxCapacity,GreedySupplierReloc,-27.0,1720504,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacity,GreedyCustomerReloc,-253.0,2107211,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacity,GreedySupplierSwap,-2.0,1311179,X,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacity,GreedyCustomerSwap,-2.0,1238306,X,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacity,GreedyInDoorSwap,-505.0,3118434,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacity,GreedyOutDoorSwap,-648.0,2886605,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacity,GreedySupplierReloc,16287.0,1906415,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacity,GreedyCustomerReloc,16241.0,1845380,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacity,GreedySupplierSwap,16723.0,1938567,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacity,GreedyCustomerSwap,16723.0,1373285,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacity,GreedyInDoorSwap,15707.0,3005162,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacity,GreedyOutDoorSwap,15657.0,3184197,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacityRandom,GreedySupplierReloc,15947.0,1608717,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacityRandom,GreedyCustomerReloc,16914.0,1736307,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacityRandom,GreedySupplierSwap,16731.0,1275767,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacityRandom,GreedyCustomerSwap,16320.0,1794217,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacityRandom,GreedyInDoorSwap,16090.0,3355608,,SetA_15x7S10-Solution
SetA_15x7S10,MaxCapacityRandom,GreedyOutDoorSwap,16149.0,2470481,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacityRandom,GreedySupplierReloc,16617.0,1788934,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacityRandom,GreedyCustomerReloc,16615.0,2323554,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacityRandom,GreedySupplierSwap,16030.0,1263494,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacityRandom,GreedyCustomerSwap,16816.0,1246618,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacityRandom,GreedyInDoorSwap,16053.0,2995903,,SetA_15x7S10-Solution
SetA_15x7S10,MinCapacityRandom,GreedyOutDoorSwap,16119.0,2601724,,SetA_15x7S10-Solution
SetA_15x7S15,MaxCapacity,GreedySupplierReloc,16714.0,1680291,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacity,GreedyCustomerReloc,16415.0,1948980,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacity,GreedySupplierSwap,16739.0,1238908,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacity,GreedyCustomerSwap,16739.0,1248175,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacity,GreedyInDoorSwap,16236.0,3035013,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacity,GreedyOutDoorSwap,16093.0,2805702,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacity,GreedySupplierReloc,16154.0,1855508,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacity,GreedyCustomerReloc,15807.0,2145598,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacity,GreedySupplierSwap,16154.0,1402508,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacity,GreedyCustomerSwap,16154.0,1234409,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacity,GreedyInDoorSwap,15616.0,2973351,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacity,GreedyOutDoorSwap,15618.0,2786463,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacityRandom,GreedySupplierReloc,16316.0,2015674,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacityRandom,GreedyCustomerReloc,16455.0,1810481,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacityRandom,GreedySupplierSwap,17214.0,1706003,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacityRandom,GreedyCustomerSwap,16497.0,1691542,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacityRandom,GreedyInDoorSwap,16254.0,3552512,,SetA_15x7S15-Solution
SetA_15x7S15,MaxCapacityRandom,GreedyOutDoorSwap,16041.0,2978708,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacityRandom,GreedySupplierReloc,16386.0,1863060,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacityRandom,GreedyCustomerReloc,15895.0,2034233,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacityRandom,GreedySupplierSwap,16340.0,1255953,,SetA_15x7S15-Solution
SetA_15x7S15,MinCapacityRandom,GreedyCustomerSwap,17134.0,1401626,,SetA_15x7S15-Solution
