Instance,Algorithm,Order,Iterations,ObjectiveFunctionValue,OptimalValue,Time(ns),SolutionFile
SetA_15x6S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,14044.0,13927.0,20713355784,SetA_15x6S5-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,1,15320.0,14810.0,14348917,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,10,15314.0,14810.0,24272221,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,100,15051.0,14810.0,61098099,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,14935.0,14810.0,232206930,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,14846.0,14810.0,539120589,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,14926.0,14810.0,1420431054,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,14905.0,14810.0,9281300241,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,1,15223.0,14810.0,13751506,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,10,15167.0,14810.0,23278569,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,100,15147.0,14810.0,61990221,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,14857.0,14810.0,191413715,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,14915.0,14810.0,493305651,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,14910.0,14810.0,1421943010,SetA_15x7S10-Solution
SetA_15x7S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,14907.0,14810.0,9128247969,SetA_15x7S10-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,1,14934.0,14657.0,15351760,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,10,15177.0,14657.0,24105902,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,100,14864.0,14657.0,68251236,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,14752.0,14657.0,267787155,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,14769.0,14657.0,596117802,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,14748.0,14657.0,1640393929,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,14720.0,14657.0,10083011559,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,1,15027.0,14657.0,12138576,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,10,14989.0,14657.0,23253963,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,100,14804.0,14657.0,58669051,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,14790.0,14657.0,218798586,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,14739.0,14657.0,496345187,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,14745.0,14657.0,1523987420,SetA_15x7S15-Solution
SetA_15x7S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,14691.0,14657.0,10133671047,SetA_15x7S15-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,1,14816.0,14514.0,14790994,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,10,14622.0,14514.0,26907542,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,100,14808.0,14514.0,67173731,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,14729.0,14514.0,277379754,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,14642.0,14514.0,580206347,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,14640.0,14514.0,1679809819,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,14662.0,14514.0,11107205644,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,1,15471.0,14514.0,12915720,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,10,14953.0,14514.0,23687953,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,100,14755.0,14514.0,58213324,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,14612.0,14514.0,221098697,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,14674.0,14514.0,504588026,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,14560.0,14514.0,1487358839,SetA_15x7S20-Solution
SetA_15x7S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,14702.0,14514.0,10694054432,SetA_15x7S20-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,1,14902.0,14409.0,13924692,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,10,14847.0,14409.0,29771346,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,100,14569.0,14409.0,72670936,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,14516.0,14409.0,311908839,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,14457.0,14409.0,740227157,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,14507.0,14409.0,1964264585,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,14465.0,14409.0,12089735849,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,1,14950.0,14409.0,14675160,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,10,14614.0,14409.0,27124309,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,100,14713.0,14409.0,64719909,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,14489.0,14409.0,267611281,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,14555.0,14409.0,605073109,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,14514.0,14409.0,1720300478,SetA_15x7S30-Solution
SetA_15x7S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,14415.0,14409.0,11691853010,SetA_15x7S30-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,1,15664.0,15054.0,14302078,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,10,15321.0,15054.0,23970831,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,100,15283.0,15054.0,61513513,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,15245.0,15054.0,215504955,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,15120.0,15054.0,627768964,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,15074.0,15054.0,2233662483,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,15054.0,15054.0,18291875306,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,1,15239.0,15054.0,14544483,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,10,15485.0,15054.0,25812031,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,100,15288.0,15054.0,61896910,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,15114.0,15054.0,205672760,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,15225.0,15054.0,553439595,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,15092.0,15054.0,2220166343,SetA_15x7S5-Solution
SetA_15x7S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,15086.0,15054.0,17944759484,SetA_15x7S5-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,1,32086.0,-1.0,16720126,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,10,30834.0,-1.0,39364979,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,100,30423.0,-1.0,124666343,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,30203.0,-1.0,666006678,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,29929.0,-1.0,1665582584,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,29944.0,-1.0,3371196228,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,29826.0,-1.0,17262431553,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,1,31408.0,-1.0,15980390,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,10,30781.0,-1.0,37194200,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,100,30564.0,-1.0,112417864,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,30054.0,-1.0,511515666,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,30055.0,-1.0,1498209951,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,29927.0,-1.0,3351531079,SetA_20x10S10-Solution
SetA_20x10S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,29824.0,-1.0,17455786091,SetA_20x10S10-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,1,31818.0,-1.0,17089221,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,10,30648.0,-1.0,42842918,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,100,29523.0,-1.0,144929599,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,29909.0,-1.0,726148303,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,29641.0,-1.0,1998589191,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,29622.0,-1.0,3960058784,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,29505.0,-1.0,19685084486,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,1,30620.0,-1.0,16382951,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,10,30497.0,-1.0,37759302,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,100,29775.0,-1.0,104360477,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,29655.0,-1.0,508393206,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,29651.0,-1.0,1529624300,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,29675.0,-1.0,3469811943,SetA_20x10S15-Solution
SetA_20x10S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,29675.0,-1.0,19337806673,SetA_20x10S15-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,1,31020.0,-1.0,19301743,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,10,30222.0,-1.0,44359535,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,100,29858.0,-1.0,150341694,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,29605.0,-1.0,848866430,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,29566.0,-1.0,3792146990,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,29502.0,-1.0,5375087932,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,29283.0,-1.0,21739727258,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,1,30148.0,-1.0,15222632,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,10,30499.0,-1.0,37439331,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,100,29562.0,-1.0,121403003,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,29766.0,-1.0,546101470,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,29450.0,-1.0,1469895782,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,29412.0,-1.0,3409668673,SetA_20x10S20-Solution
SetA_20x10S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,29303.0,-1.0,20663203582,SetA_20x10S20-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,1,30212.0,-1.0,20098115,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,10,29988.0,-1.0,45297174,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,100,29304.0,-1.0,161319876,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,29348.0,-1.0,841336737,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,28997.0,-1.0,2353910807,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,29029.0,-1.0,5150252079,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,29094.0,-1.0,25161617661,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,1,29401.0,-1.0,18328228,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,10,30086.0,-1.0,38172819,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,100,29125.0,-1.0,126336362,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,28740.0,-1.0,618897183,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,29068.0,-1.0,1638049553,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,29101.0,-1.0,4144301063,SetA_20x10S30-Solution
SetA_20x10S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,29065.0,-1.0,23770301432,SetA_20x10S30-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,1,31522.0,-1.0,16010300,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,10,31168.0,-1.0,37140957,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,100,30663.0,-1.0,101385915,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,30714.0,-1.0,487436694,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,30495.0,-1.0,1353370204,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,30493.0,-1.0,2937099389,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,30407.0,-1.0,14358510237,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,1,31480.0,-1.0,15579685,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,10,30968.0,-1.0,33741868,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,100,30805.0,-1.0,105684717,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,30377.0,-1.0,583123056,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,30610.0,-1.0,1437418492,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,30503.0,-1.0,2886553326,SetA_20x10S5-Solution
SetA_20x10S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,30510.0,-1.0,14303732022,SetA_20x10S5-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1,5356.0,5169.0,11266618,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10,5174.0,5169.0,13676189,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100,5169.0,5169.0,28453295,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000,5169.0,5169.0,64154701,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10000,5169.0,5169.0,154507494,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100000,5169.0,5169.0,473678691,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5169.0,5169.0,3038992530,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1,5358.0,5169.0,10792519,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10,5169.0,5169.0,14418096,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100,5169.0,5169.0,29616835,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000,5169.0,5169.0,65047421,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,10000,5169.0,5169.0,159463533,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,100000,5169.0,5169.0,476584355,SetA_8x4S10-Solution
SetA_8x4S10,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5169.0,5169.0,3061844564,SetA_8x4S10-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1,5129.0,5112.0,10484211,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10,5112.0,5112.0,14934172,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100,5112.0,5112.0,31612303,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000,5112.0,5112.0,69656107,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,10000,5112.0,5112.0,162081715,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,100000,5112.0,5112.0,508437165,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5112.0,5112.0,3208440996,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1,5356.0,5112.0,9833242,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10,5129.0,5112.0,15558804,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100,5112.0,5112.0,31619363,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000,5112.0,5112.0,66625559,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,10000,5112.0,5112.0,163680491,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,100000,5112.0,5112.0,503023137,SetA_8x4S15-Solution
SetA_8x4S15,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5112.0,5112.0,3166710978,SetA_8x4S15-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1,5336.0,5086.0,10539119,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10,5119.0,5086.0,15616568,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100,5086.0,5086.0,33367930,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000,5086.0,5086.0,71941781,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,10000,5086.0,5086.0,176091959,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,100000,5086.0,5086.0,541518943,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5086.0,5086.0,3503481774,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1,5291.0,5086.0,9889264,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10,5213.0,5086.0,14824245,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100,5086.0,5086.0,30596977,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000,5086.0,5086.0,67418063,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,10000,5086.0,5086.0,166295123,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,100000,5086.0,5086.0,888426070,SetA_8x4S20-Solution
SetA_8x4S20,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5086.0,5086.0,3779935087,SetA_8x4S20-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1,5371.0,5063.0,10756654,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10,5118.0,5063.0,17559575,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100,5063.0,5063.0,37894295,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000,5063.0,5063.0,73314872,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,10000,5063.0,5063.0,175743690,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,100000,5063.0,5063.0,554231073,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5063.0,5063.0,3640925876,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1,5231.0,5063.0,10210783,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10,5121.0,5063.0,15386918,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100,5063.0,5063.0,30257440,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000,5063.0,5063.0,69389758,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,10000,5063.0,5063.0,166269654,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,100000,5063.0,5063.0,550355367,SetA_8x4S30-Solution
SetA_8x4S30,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5063.0,5063.0,3607223153,SetA_8x4S30-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1,5354.0,5174.0,9964963,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10,5174.0,5174.0,12958856,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100,5174.0,5174.0,26823558,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000,5174.0,5174.0,51922637,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,10000,5174.0,5174.0,141935830,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,100000,5174.0,5174.0,472170508,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,DoorSwap-Reloc-Swap,1000000,5174.0,5174.0,2898121523,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1,5308.0,5174.0,9767334,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10,5294.0,5174.0,13847046,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100,5174.0,5174.0,27232648,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000,5174.0,5174.0,52930081,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,10000,5174.0,5174.0,146668269,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,100000,5174.0,5174.0,453712011,SetA_8x4S5-Solution
SetA_8x4S5,GRASP_VND,Reloc-Swap-DoorSwap,1000000,5174.0,5174.0,2970271327,SetA_8x4S5-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,1,6092.0,6027.0,10200214,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,10,6042.0,6027.0,14456833,SetA_9x4S10-Solution
SetA_9x4S10,GRASP_VND,DoorSwap-Reloc-Swap,100,6034.0,6027.0,32560041,SetA_9x4S10-Solution
